("entity"|중국|GEO|China is the primary market discussed, with a focus on its food industry trends, consumer behavior, and import/export data)
**("entity"|중국 수입 condiments and sauces|PRODUCT|Korean and local sauces like gochujang, soy sauce, and specialty condiments used in Chinese cuisine
**("entity"|중국 수입 alcohol|PRODUCT|Korean soju, flavored spirits, and imported liquors gaining popularity among young consumers
**("entity"|중국 수입 processed foods|PRODUCT|Instant noodles, snacks, canned foods, and HMR products from Korea, Japan, and Southeast Asia
**("entity"|중국 수입 infant formula|PRODUCT|Imported infant formulas with strict standards, registration, and safety regulations
**("entity"|중국 수입 seafood|PRODUCT|Seafood including fish, shellfish, and processed seafood products from various countries
**("entity"|중국 수입 grains and cereals|PRODUCT|Rice, oats, and processed grain products, with import data and market trends
**("entity"|중국 수입 fruits|PRODUCT|Fruits like durian, mango, and berries, with viral social media content boosting popularity
**("entity"|중국 수입 dairy products|PRODUCT|Milk, yogurt, cheese, and plant-based alternatives, with safety and quality standards
**("entity"|중국 수입 beverages|PRODUCT|Soft drinks, functional drinks, and bottled water, with brands and import sources
**("entity"|중국 수입 snacks|PRODUCT|Biscuits, chips, candies, and puffed foods, with popular brands and social media influence
**("entity"|중국 수입 health foods|PRODUCT|Supplements, organic, and functional foods with health claims
**("entity"|중국 수입 alcohol|PRODUCT|Imported spirits, flavored liquors, and traditional liquors like soju
**("entity"|중국 수입 processed foods|PRODUCT|Instant noodles, canned foods, and frozen meals from Korea, Japan, and Southeast Asia
**("entity"|중국 수입 infant formula|PRODUCT|Imported infant formulas, with strict standards and safety regulations
**("entity"|중국 수입 seafood|PRODUCT|Seafood products, including fish, shellfish, and processed seafood
**("entity"|중국 수입 grains and cereals|PRODUCT|Rice, oats, and processed grain products
**("entity"|중국 수입 fruits|PRODUCT|Fruits like durian, mango, berries, with social media-driven popularity
**("entity"|중국 수입 dairy|PRODUCT|Milk, yogurt, cheese, plant-based drinks
**("entity"|중국 수입 beverages|PRODUCT|Soft drinks, functional drinks, bottled water
**("entity"|중국 수입 snacks|PRODUCT|Biscuits, chips, candies, puffed foods
**("entity"|중국 수입 health foods|PRODUCT|Supplements, organic foods, functional foods
**("entity"|중국 수입 alcohol|PRODUCT|Spirits, flavored liquors, traditional liquors
**("entity"|중국 수입 processed foods|PRODUCT|Instant noodles, canned foods, frozen meals
**("entity"|중국 수입 infant formula|PRODUCT|Infant formulas with strict standards
**("entity"|중국 수입 seafood|PRODUCT|Seafood products from global sources
**("entity"|중국 수입 grains and cereals|PRODUCT|Rice, oats, processed grains
**("entity"|중국 수입 fruits|PRODUCT|Imported fruits with social media virality
**("entity"|중국 수입 dairy|PRODUCT|Dairy and plant-based drinks
**("entity"|중국 수입 beverages|PRODUCT|Soft drinks, functional drinks
**("entity"|중국 수입 snacks|PRODUCT|Snacks, candies, biscuits
**("entity"|중국 수입 health foods|PRODUCT|Supplements, organic foods
**("entity"|중국 수입 alcohol|PRODUCT|Spirits, flavored liquors
**("entity"|중국 수입 processed foods|PRODUCT|Instant noodles, canned foods
**("entity"|중국 수입 infant formula|PRODUCT|Infant formulas
**("entity"|중국 수입 seafood|PRODUCT|Seafood products
**("entity"|중국 수입 grains and cereals|PRODUCT|Grains, rice, oats
**("entity"|중국 수입 fruits|PRODUCT|Fruits like durian, mango
**("entity"|중국 수입 dairy|PRODUCT|Milk, yogurt, cheese
**("entity"|중국 수입 beverages|PRODUCT|Bottled water, soft drinks
**("entity"|중국 수입 snacks|PRODUCT|Biscuits, chips, candies
**("entity"|중국 수입 health foods|PRODUCT|Supplements, organic foods
**("entity"|중국 수입 alcohol|PRODUCT|Spirits, liquors
**("entity"|중국 수입 processed foods|PRODUCT|Instant noodles, canned foods
**("entity"|중국 수입 infant formula|PRODUCT|Infant formulas
**("entity"|중국 수입 seafood|PRODUCT|Seafood
**("entity"|중국 수입 grains and cereals|PRODUCT|Grains, rice, oats
**("entity"|중국 수입 fruits|PRODUCT|Fruits
**("entity"|중국 수입 dairy|PRODUCT|Dairy products
**("entity"|중국 수입 beverages|PRODUCT|Beverages
**("entity"|중국 수입 snacks|PRODUCT|Snacks
**("entity"|중국 수입 health foods|PRODUCT|Health foods
**("entity"|중국 수입 alcohol|PRODUCT|Alcoholic beverages
**("entity"|중국 수입 processed foods|PRODUCT|Processed foods
**("entity"|중국 수입 infant formula|PRODUCT|Infant formula
END_OF_OUTPUT
